location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
Vashi,783.0,2,2.0,28,30.0,3.2,0,1,9503578
Vashi,1079.3,3,2.5295887662988967,18,2.0,15.5,0,0,16795400
KHARGHAR,1227.87,2,1.0,13,13.0,5.4,0,1,13374048
Airoli,1073.81,3,2.0,2,18.0,12.2,1,0,13386398
Vashi,1447.54,1,3.0,32,7.0,7.4,1,1,27685265
Panvel,1008.13,2.4597701149425286,2.0,8,20.0,8.3,1,0,12540598
Ghansoli,451.76,2.4597701149425286,1.0,8,4.0,3.8,0,1,4967390
Ghansoli,925.56,2.4597701149425286,3.0,32,2.0,8.4,0,1,8743928
Panvel,203.38,2,1.0,7,2.0,14.0,0,1,3802472
KHARGHAR,1384.39,3,3.0,12,2.0,6.0,0,0,14652894
Belapur,1420.87,2,2.0,28,1.0,8.8,1,0,20758283
Ulwe,812.72,3,3.0,31,21.0,4.5,0,0,13756307
nerul,949.08,4,2.5295887662988967,31,10.0,7.9,0,1,19697930
Kharghar,1103.59,4,2.5295887662988967,4,20.0,6.3,0,0,14646664
Kharghar,-86.42,1,3.0,1,21.0,4.7,1,1,-1057893
Nerul,1042.03,2.4597701149425286,1.0,19,35.0,11.0,0,0,16003508
Kharghar,1846.37,3,4.0,20,10.0,10.9,0,0,30554854
Kharghar,546.02,1,2.0,9,21.0,3.6,0,1,7377967
nerul,1313.21,1,2.5295887662988967,16,23.0,3.8,0,0,14004345
Ulwe,596.07,2,3.0,23,19.0,9.7,0,0,10707906
Airoli,698.61,4,2.0,24,7.0,6.2,1,0,11424626
Vashi,408.39,2.4597701149425286,1.0,6,8.0,4.7,0,0,6053108
Ulwe,721.6,1,2.0,20,2.0,6.4,0,0,13345610
Belapur,1769.48,1,4.0,10,28.0,1.8,0,1,25588839
Ghansoli,1381.16,4,1.0,24,28.0,4.7,1,1,24343238
Vashi,1355.86,2,2.0,12,5.0,3.1,1,0,21633756
Ghansoli,627.93,4,2.5295887662988967,3,20.0,14.5,1,0,9934222
Vashi,1197.49,1,1.0,14,3.0,12.4,0,0,20795845
Ulwe,856.56,2,2.0,29,25.0,9.2,1,1,9451054
Ghansoli,1390.24,3,2.0,14,28.0,9.5,1,1,15950407
KHARGHAR,1382.94,1,4.0,2,32.0,0.4,1,0,21602398
Vashi,1825.4,2.4597701149425286,2.5295887662988967,22,22.0,6.6,1,1,17323272
Airoli,730.26,2,2.5295887662988967,23,16.0,15.9,1,0,8541162
panvel,958.35,2,2.5295887662988967,30,24.0,9.4,0,0,18519314
nerul,500.02,2,3.0,29,39.0,6.0,0,1,10113992
nerul,789.52,2,2.5295887662988967,17,15.0,12.3,0,0,8154436
Belapur,1212.62,3,3.0,32,26.0,2.2,0,1,17028146
nerul,398.48,2.4597701149425286,4.0,24,21.0,6.8,0,0,5198873
Vashi,238.56,2.4597701149425286,3.0,1,37.0,9.9,1,0,3405204
CBD Belapur,961.71,2,1.0,4,7.0,10.6,0,0,17520168
KHARGHAR,1024.28,2,3.0,3,17.0,9.2,1,1,14561231
Belapur,604.24,2.4597701149425286,1.0,29,18.0,7.2,0,1,9442314
Kharghar,969.41,2,4.0,4,10.0,3.0,1,1,12500385
panvel,1323.1,2,2.0,12,38.0,5.4,0,0,13365312
Nerul,594.46,3,1.0,25,31.0,7.0,0,0,9961666
Ghansoli,999.14,3,2.5295887662988967,8,23.0,1.9,1,1,20304843
KHARGHAR,656.81,2.4597701149425286,1.0,20,3.0,14.6,0,1,8580878
Belapur,742.34,2,2.5295887662988967,31,14.0,21.0,1,0,8201396
panvel,650.48,4,3.0,16.55400254129606,12.0,10.5,1,0,13454840
Airoli,1698.43,2.4597701149425286,2.0,14,5.0,2.9,0,0,19324341
Vashi,1178.38,4,2.0,16.55400254129606,1.0,3.1,0,0,23542636
Airoli,1210.61,4,3.0,23,12.0,1.2,0,0,19536797
Kharghar,615.7,2,4.0,5,9.0,21.3,0,0,6342681
Nerul,558.11,2,2.5295887662988967,34,6.0,1.1,1,0,4757711
Kharghar,1233.24,4,3.0,5,38.0,13.7,0,1,13265353
Nerul,1108.96,4,1.0,16.55400254129606,9.0,3.5,0,0,14087240
Airoli,1021.65,2,2.0,28,5.0,2.8,0,1,16411688
Ulwe,643.68,2,3.0,11,13.0,7.8,1,0,10370490
Belapur,1798.86,4,4.0,12,5.0,14.2,0,0,27214214
Airoli,1206.22,4,4.0,6,11.0,8.7,1,1,14853591
Ulwe,798.86,2,4.0,18,36.0,5.1,0,0,11027943
Kharghar,448.96,2,2.5295887662988967,6,7.0,5.0,0,1,5195260
Nerul,1737.02,2.4597701149425286,2.5295887662988967,9,18.0,6.2,1,0,19269176
Nerul,419.38,2.4597701149425286,3.0,23,25.0,13.6,0,1,4512510
KHARGHAR,980.74,1,2.0,33,19.0,6.7,0,1,17670913
Belapur,1257.99,3,1.0,6,39.0,15.6,0,1,24488300
Vashi,725.38,3,1.0,14,19.0,4.7,1,0,11018563
Panvel,1328.72,2,2.0,20,36.0,8.3,1,1,14210461
Kharghar,1170.32,2.4597701149425286,2.0,0,24.0,10.7,0,1,20073861
Airoli,829.67,3,4.0,8,25.0,1.8,0,0,11876738
Airoli,1167.13,2,2.5295887662988967,32,19.0,16.8,1,0,11889503
CBD Belapur,548.5,4,2.0,21,39.0,11.1,0,1,10420091
CBD Belapur,1560.47,2,2.0,16.55400254129606,29.0,3.7,1,1,17046971
nerul,1092.17,2,4.0,6,8.0,16.2,0,1,14216194
Airoli,1178.41,2,3.0,29,12.0,11.8,1,1,14621186
nerul,604.23,2,3.0,24,34.0,17.5,0,1,7561941
Panvel,740.14,1,2.5295887662988967,29,33.0,11.0,0,1,7598718
KHARGHAR,786.76,1,4.0,19,11.0,2.0,0,0,10348306
Airoli,3430.9657487994687,2,3.0,20,15.0,6.0,0,0,50284109
Vashi,1132.93,1,3.0,28,25.0,20.6,0,0,21612480
Belapur,882.41,4,3.0,15,25.0,2.3,0,0,15679936
CBD Belapur,983.53,4,3.0,9,1.0,16.5,0,0,12649800
Airoli,743.83,2.4597701149425286,3.0,4,39.0,4.4,0,0,7822011
Vashi,348.11,2.4597701149425286,4.0,33,27.0,12.6,1,1,3679048
Panvel,2780.69,2,1.0,27,30.0,3.2,0,1,31195275
Ghansoli,611.47,2,2.5295887662988967,27,6.0,11.3,0,1,10121242
panvel,1555.38,4,4.0,7,36.0,11.8,1,0,33663371
Nerul,101.16,2,3.0,34,14.0,7.5,1,1,2206525
Ulwe,1239.65,2,2.5295887662988967,10,24.0,20.7,0,1,15321978
Vashi,805.74,2,1.0,3,16.0,11.2,1,0,9428058
Ghansoli,656.1,1,4.0,27,9.0,6.8,0,1,11231959
CBD Belapur,1515.67,1,2.5295887662988967,23,17.0,11.9,0,1,15997919
Airoli,839.59,2,2.5295887662988967,27,26.0,9.6,0,0,9488590
Kharghar,872.02,2,1.0,6,17.0,5.8,0,0,14348386
Airoli,819.39,1,1.0,16.55400254129606,24.0,1.0,1,0,8839091
nerul,511.51,4,4.0,16.55400254129606,36.0,7.6,0,0,6747153
Vashi,1373.18,3,2.5295887662988967,16.55400254129606,21.0,8.5,1,0,20319877
KHARGHAR,1037.64,2,2.0,4,38.0,8.5,0,1,9901985
Vashi,1235.31,4,1.0,9,26.0,1.8,1,1,20235391
Vashi,1044.42,2,2.5295887662988967,26,25.0,5.7,0,1,12603544
Kharghar,644.53,2,4.0,11,35.0,7.5,1,0,9142142
Airoli,686.38,2.4597701149425286,3.0,16,39.0,4.6,1,0,6857454
Panvel,1954.62,2.4597701149425286,2.0,4,5.0,7.8,0,1,22523824
Panvel,2083.4,3,2.0,32,2.0,5.7,1,1,25833603
Nerul,179.42,3,2.0,12,39.0,12.6,0,0,3101299
Kharghar,498.77,2,2.5295887662988967,2,9.0,9.9,0,1,4547261
nerul,1121.27,2,2.0,1,10.0,6.3,1,0,11122091
Belapur,1080.17,2.4597701149425286,3.0,12,6.0,2.9,0,1,14998430
KHARGHAR,644.0,3,1.0,32,24.0,20.2,1,1,11734700
Airoli,1213.81,2,2.0,31,19.0,18.6,1,1,20884979
Ghansoli,1711.77,1,3.0,15,35.0,4.4,1,1,24546940
panvel,578.74,1,2.5295887662988967,16,17.0,8.4,0,0,9015840
Ulwe,910.51,4,2.0,10,24.0,13.0,1,0,16383211
KHARGHAR,1681.07,2,4.0,25,35.0,13.5,1,1,18170145
Airoli,1488.47,3,4.0,33,36.0,1.5,0,0,20461326
Airoli,135.51,4,1.0,5,4.0,8.3,1,1,1291451
CBD Belapur,423.82,1,2.0,29,8.0,15.9,0,1,7873901
KHARGHAR,458.39,4,1.0,7,32.0,11.3,0,0,6297912
Nerul,1077.56,1,1.0,5,14.0,9.7,0,0,17898476
Ghansoli,939.3,2,2.5295887662988967,2,25.0,16.7,1,0,17619381
Kharghar,708.04,2,2.5295887662988967,16,2.0,11.0,0,1,13022649
Belapur,723.05,2,2.5295887662988967,15,38.0,11.8,0,0,11197502
CBD Belapur,575.4,2.4597701149425286,4.0,2,18.0,4.0,1,0,6377049
panvel,993.51,2,1.0,1,17.0,1.2,0,0,15921135
Belapur,699.03,1,2.0,0,6.0,15.4,0,0,12776701
Airoli,1003.04,1,3.0,12,14.0,18.3,0,0,18092214
Nerul,2837.13,2,2.0,18,19.846280312371558,10.8,0,0,43956251
Ghansoli,1459.78,2,2.0,0,39.0,7.4,1,0,24686720
Vashi,1068.96,1,1.0,34,22.0,7.4,1,0,13497333
Vashi,829.39,4,1.0,30,21.0,0.9,1,1,13153295
Kharghar,550.62,4,2.0,34,19.846280312371558,17.7,1,0,6001513
Belapur,1365.02,2,3.0,31,13.0,4.9,0,0,15652185
Airoli,711.24,2,4.0,5,27.0,2.0,1,0,10734957
Panvel,967.11,1,1.0,2,27.0,11.0,0,0,13404516
Ulwe,394.05,4,1.0,23,19.0,7.3,0,0,5470237
Nerul,1182.03,4,2.5295887662988967,25,12.0,8.5,1,1,19459248
panvel,727.0,2,3.0,15,27.0,0.2,1,1,11633168
Panvel,1952.11,4,1.0,0,19.0,6.1,1,0,27151087
nerul,418.33,2,2.5295887662988967,4,25.0,7.6,1,0,8738722
Kharghar,496.24,4,2.0,3,7.0,15.4,1,0,8122461
Panvel,927.81,4,1.0,6,29.0,9.6,0,1,20037781
Ghansoli,780.04,1,2.5295887662988967,3,33.0,14.3,1,1,14029231
Airoli,1014.95,2.4597701149425286,1.0,20,12.0,0.6,0,1,15263651
Belapur,846.14,2,1.0,32,31.0,20.6,1,1,12066978
Airoli,449.84,2,1.0,18,31.0,11.6,0,1,5585609
Vashi,1093.17,4,3.0,17,7.0,10.4,0,1,21612355
Vashi,629.09,3,4.0,18,28.0,7.0,0,0,10090981
Belapur,3430.9657487994687,2,3.0,18,20.0,1.7,0,0,50507091.96410894
nerul,274.36,4,4.0,23,28.0,12.3,1,0,3939939
Airoli,936.9,1,4.0,5,28.0,4.7,0,0,14548914
KHARGHAR,482.94,4,2.5295887662988967,27,2.0,8.1,0,0,7657954
Airoli,1323.73,1,1.0,3,25.0,0.2,0,0,16997233
Belapur,1283.44,2.4597701149425286,2.0,8,19.0,4.4,0,1,16808074
Ghansoli,1363.02,2,3.0,10,24.0,17.4,1,0,25421186
Ulwe,1.9,2,2.5295887662988967,16.55400254129606,4.0,9.5,0,0,-562178
Airoli,1307.97,2.4597701149425286,1.0,1,22.0,6.2,0,1,20253814
Ghansoli,1714.57,3,2.5295887662988967,32,32.0,0.3,0,0,23092058
Airoli,-305.41,3,2.0,28,32.0,7.2,0,1,-4780259
Panvel,1034.84,1,3.0,15,28.0,2.0,0,0,12958564
Belapur,1197.87,2,1.0,4,35.0,3.8,0,1,11232466
Vashi,1419.39,2,2.0,14,15.0,10.0,0,1,24764331
Airoli,688.84,2,3.0,16.55400254129606,36.0,0.3,0,1,8693503
Belapur,1093.38,2,4.0,11,27.0,3.6,0,1,18535863
panvel,83.73,2,4.0,15,23.0,11.9,0,1,2290711
Vashi,983.17,2,2.5295887662988967,8,3.0,16.9,1,0,9835542
Airoli,777.67,3,4.0,6,10.0,6.0,0,1,12991675
panvel,1548.05,2.4597701149425286,4.0,16.55400254129606,32.0,9.3,1,1,15547679
Ulwe,1424.58,2,2.5295887662988967,0,26.0,3.3,0,0,23569276
panvel,3430.9657487994687,2.4597701149425286,2.5295887662988967,0,26.0,4.7,0,0,50507091.96410894
Vashi,697.44,1,3.0,11,8.0,8.3,0,1,7002097
CBD Belapur,865.16,2,4.0,5,37.0,11.3,0,0,11520142
Ulwe,1309.25,2,2.0,0,37.0,5.8,0,0,19797083
Kharghar,699.47,3,4.0,14,11.0,11.0,1,0,7685783
Nerul,931.63,2.4597701149425286,1.0,9,35.0,7.9,0,0,11593322
Belapur,468.43,4,2.5295887662988967,14,31.0,9.4,1,0,6776487
Kharghar,1096.7,3,4.0,25,2.0,5.7,0,1,12656634
KHARGHAR,1415.9,2,2.5295887662988967,13,30.0,3.6,1,1,23177388
Vashi,1057.52,4,2.5295887662988967,34,2.0,4.9,0,0,15645716
nerul,292.72,2,2.5295887662988967,14,39.0,3.8,0,0,5137252
Panvel,1220.64,4,4.0,4,22.0,4.8,0,0,18005525
Airoli,582.15,2.4597701149425286,2.5295887662988967,25,15.0,1.7,0,1,8515817
Ulwe,659.89,2,3.0,18,35.0,9.4,1,0,7653096
Ghansoli,1052.8,2,2.5295887662988967,31,37.0,0.1,0,1,16966460
Airoli,1196.57,2,1.0,0,12.0,10.6,0,1,16099648
Airoli,1842.6,2,1.0,16,18.0,0.1,1,1,18372861
nerul,1604.03,3,3.0,10,8.0,15.9,1,1,23164298
Vashi,1156.67,1,2.0,2,21.0,3.2,1,0,21744586
CBD Belapur,1043.51,2,3.0,5,3.0,1.3,0,0,19654020
CBD Belapur,534.15,3,2.0,2,9.0,7.9,0,0,6145343
Ulwe,-262.48,3,1.0,30,5.0,11.1,1,1,-4417431
Belapur,961.39,2,3.0,10,39.0,8.1,1,0,14207840
Vashi,1085.74,2,3.0,21,35.0,5.9,0,1,14318239
Panvel,1668.35,2.4597701149425286,2.5295887662988967,5,34.0,4.3,0,0,28166003
Airoli,897.71,2,1.0,20,9.0,14.6,0,1,13303891
Kharghar,1437.39,2,2.5295887662988967,23,37.0,5.9,1,0,23128404
Belapur,277.64,4,3.0,30,1.0,5.0,1,1,6403457
panvel,937.52,2,3.0,28,9.0,8.1,1,1,13856282
CBD Belapur,543.39,2,1.0,8,4.0,6.0,0,0,6487465
Airoli,398.97,2,1.0,19,21.0,18.2,0,1,4740331
Belapur,586.95,1,2.5295887662988967,16.55400254129606,5.0,6.3,1,0,7689898
Panvel,139.94,3,4.0,17,27.0,9.1,1,1,2377916
Airoli,690.32,2,1.0,2,27.0,10.9,0,1,12770692
Airoli,1158.68,3,2.0,30,36.0,8.1,0,0,14495427
Nerul,1439.12,3,2.5295887662988967,7,36.0,14.0,0,1,15849667
Panvel,3430.9657487994687,4,2.0,26,14.0,12.9,0,0,50507091.96410894
KHARGHAR,2018.09,2.4597701149425286,4.0,8,6.0,8.4,0,0,23067130
Airoli,1209.58,3,3.0,13,26.0,17.8,0,0,13813883
Belapur,575.36,2,2.0,19,33.0,14.6,1,1,6465599
Belapur,1260.49,1,4.0,5,19.846280312371558,5.1,0,0,17262607
nerul,1342.34,2,2.0,13,9.0,3.5,0,0,17719038
Ulwe,1151.83,2,2.0,16.55400254129606,21.0,11.8,1,1,15708630
Kharghar,878.83,1,4.0,0,30.0,2.5,1,1,14340446
KHARGHAR,908.48,2,4.0,21,15.0,0.9,1,0,16893129
Airoli,1224.42,1,3.0,20,27.0,2.4,0,0,17354868
Airoli,986.99,4,2.5295887662988967,12,25.0,11.8,0,0,12576831
Vashi,1371.76,2,4.0,27,21.0,2.1,1,0,22560518
Belapur,140.02,2,3.0,1,18.0,6.4,0,0,1372291
Airoli,618.84,3,4.0,16,30.0,6.2,1,0,11482040
KHARGHAR,1191.52,2,3.0,19,25.0,5.6,0,1,15691206
KHARGHAR,975.29,1,2.0,16.55400254129606,12.0,6.3,1,1,13202615
Kharghar,387.34,2,3.0,12,11.0,2.5,0,0,5316786
Airoli,1229.03,2.4597701149425286,4.0,20,30.0,3.0,0,0,12448036
Airoli,1749.7,4,2.5295887662988967,6,34.0,14.8,1,1,20496518
Belapur,39.43,1,4.0,8,18.0,6.8,1,0,1262787
panvel,818.56,3,1.0,8,9.0,14.9,1,0,11252467
Vashi,1395.05,2.4597701149425286,3.0,6,9.0,7.6,1,0,13586188
Vashi,1771.53,3,4.0,29,36.0,3.1,0,1,22846589
Nerul,1724.13,4,2.0,4,1.0,16.4,1,0,28643735
Ulwe,818.77,2,2.0,2,24.0,13.8,0,1,8325569
Airoli,1442.18,3,2.5295887662988967,9,37.0,11.2,1,0,19998092
Kharghar,1033.55,2,2.5295887662988967,34,17.0,3.8,0,0,15935413
Vashi,300.49,2,3.0,16,26.0,2.0,0,0,4491682
Panvel,1812.3,3,3.0,28,10.0,1.2,1,0,28426983
CBD Belapur,697.99,3,1.0,29,3.0,12.4,0,1,7147122
Airoli,454.47,1,3.0,26,25.0,15.2,0,0,6638668
Panvel,908.63,2.4597701149425286,2.0,0,8.0,0.6,1,0,12005278
Vashi,415.29,3,3.0,31,18.0,7.0,0,0,7147217
Panvel,521.64,2,2.5295887662988967,20,30.0,10.9,0,0,9047974
Ghansoli,1432.33,2.4597701149425286,3.0,6,27.0,2.4,0,1,21778004
Kharghar,939.77,2,4.0,22,21.0,2.6,0,1,11029923
Airoli,992.89,1,3.0,2,15.0,5.0,0,0,18112371
nerul,1388.97,2,1.0,1,11.0,12.0,0,1,20392595
Belapur,892.54,4,1.0,30,34.0,7.0,1,0,19382457
nerul,1328.15,2.4597701149425286,1.0,10,20.0,15.6,1,0,15299529
Airoli,629.27,1,1.0,29,19.846280312371558,16.3,0,1,10000083
Belapur,1029.8,2,1.0,15,24.0,20.0,0,0,11933625
Airoli,503.14,4,4.0,27,35.0,1.9,0,0,10699137
Airoli,1233.03,2.4597701149425286,4.0,8,32.0,5.8,1,0,18195772
CBD Belapur,971.74,2,4.0,16.55400254129606,10.0,21.7,0,0,16516603
Belapur,1020.11,4,1.0,34,37.0,0.0,0,1,17885665
Nerul,925.26,2,2.0,30,32.0,13.1,1,1,12779946
KHARGHAR,1167.08,2,1.0,31,6.0,1.8,1,1,22026566
Airoli,602.62,4,2.5295887662988967,0,37.0,3.9,0,0,11533528
Ulwe,847.9,1,4.0,5,9.0,9.5,1,1,8460770
Belapur,583.47,2.4597701149425286,2.0,34,14.0,3.0,1,1,10696485
nerul,72.25,1,4.0,12,6.0,17.6,0,0,1449768
Airoli,713.01,4,3.0,28,12.0,7.8,0,0,13140728
Airoli,1370.88,1,4.0,10,14.0,8.6,0,1,24638015
nerul,1213.86,4,3.0,3,34.0,14.5,1,0,19263591
Belapur,1004.23,3,4.0,12,4.0,12.4,0,0,17200697
Ulwe,1557.71,1,2.5295887662988967,24,6.0,11.1,1,0,26956671
Airoli,1107.11,3,2.5295887662988967,8,4.0,1.5,1,0,19009044
CBD Belapur,897.15,1,2.0,16,5.0,4.9,0,1,11426212
Ghansoli,816.06,3,2.5295887662988967,23,10.0,19.9,0,0,12095223
Airoli,1017.88,1,1.0,6,30.0,3.8,1,1,15702368
Ghansoli,1109.26,2.4597701149425286,2.5295887662988967,7,39.0,7.7,0,1,12014217
Panvel,1150.33,2.4597701149425286,3.0,16,2.0,2.7,1,0,16788503
Panvel,269.6,2.4597701149425286,2.0,25,16.0,5.6,0,1,4121862
Panvel,1156.51,2,2.0,4,16.0,0.2,0,1,15387424
KHARGHAR,1632.93,1,2.5295887662988967,18,23.0,3.4,0,0,21108639
panvel,992.98,1,1.0,3,9.0,10.3,0,0,12044792
KHARGHAR,916.49,2,4.0,11,19.846280312371558,21.5,1,0,16777582
Nerul,919.68,2,2.0,8,31.0,13.8,0,0,13320655
Airoli,1227.48,3,3.0,24,3.0,17.5,1,0,17104189
Panvel,956.32,2,4.0,6,10.0,7.5,0,0,14627866
Panvel,658.13,2,2.5295887662988967,10,27.0,1.9,0,1,5835196
CBD Belapur,904.08,3,4.0,10,12.0,11.4,0,1,13724075
panvel,1348.82,2,3.0,3,10.0,14.8,0,1,15975419
Panvel,1126.85,3,1.0,26,4.0,9.5,0,0,18169020
KHARGHAR,564.5,2.4597701149425286,2.5295887662988967,32,31.0,23.5,0,1,8765421
Vashi,947.84,1,4.0,9,4.0,14.2,1,0,12617269
Airoli,768.3,2.4597701149425286,2.0,3,26.0,7.9,1,0,8579568
Airoli,1511.98,2,4.0,25,39.0,5.1,1,0,20257225
KHARGHAR,1614.44,1,4.0,30,4.0,16.5,0,0,20988776
Belapur,1373.0,3,1.0,6,33.0,10.2,0,0,15577033
CBD Belapur,1052.78,2,3.0,4,17.0,8.7,1,0,14461791
panvel,1218.68,3,1.0,14,5.0,4.6,1,0,19701814
Ulwe,828.9,2,4.0,11,36.0,10.1,0,1,9604957
panvel,337.39,2,2.0,11,2.0,14.9,0,1,4968386
Vashi,730.73,3,2.0,4,15.0,7.2,1,0,11433181
Nerul,1866.76,4,4.0,16.55400254129606,15.0,19.2,1,0,34131825
Ghansoli,422.3,1,3.0,22,29.0,6.8,0,0,7357667
Airoli,705.99,2,4.0,24,15.0,12.1,0,1,6292317
CBD Belapur,866.97,4,3.0,19,34.0,15.9,1,0,13072748
Ghansoli,1196.8,3,4.0,9,19.0,12.1,0,0,19469068
Nerul,1152.46,2.4597701149425286,2.5295887662988967,12,9.0,1.7,0,0,17149124
CBD Belapur,1199.65,2,3.0,12,28.0,11.8,1,0,12610152
KHARGHAR,1235.08,1,1.0,30,18.0,3.3,0,1,22063098
KHARGHAR,796.08,3,4.0,32,25.0,9.7,0,1,13561257
CBD Belapur,255.79,2,2.0,28,36.0,15.3,1,0,2525332
Belapur,817.69,3,1.0,9,16.0,4.9,0,0,16255538
nerul,1011.53,4,1.0,34,20.0,12.6,0,0,16412597
CBD Belapur,667.33,2,1.0,18,11.0,12.3,0,0,6264605
CBD Belapur,1225.88,1,1.0,4,5.0,5.0,0,1,13893062
Vashi,697.66,2,1.0,2,17.0,10.6,0,0,9568495
Nerul,947.15,2.4597701149425286,2.0,0,28.0,9.1,1,0,13073207
KHARGHAR,899.55,1,2.5295887662988967,5,9.0,13.8,0,1,12518477
Airoli,928.7,2.4597701149425286,1.0,21,29.0,2.1,1,0,12422844
Panvel,1197.88,3,2.0,24,15.0,4.8,1,0,20795194
Airoli,1794.53,4,4.0,28,2.0,12.1,1,1,26899392
Ulwe,947.52,2,2.0,4,30.0,10.4,1,0,11331173
Ghansoli,521.58,2,1.0,0,20.0,2.3,1,0,9017111
Ulwe,1040.14,4,1.0,8,8.0,4.8,1,1,20693934
Vashi,1081.8,4,4.0,31,8.0,1.1,0,0,14085805
nerul,840.94,2,3.0,8,21.0,20.1,1,0,16511752
Ghansoli,594.74,4,2.5295887662988967,33,19.0,6.2,0,1,9048559
Vashi,66.9,2,2.5295887662988967,7,6.0,6.7,0,0,-313761
Nerul,778.37,4,2.0,11,13.0,6.5,0,0,11832184
Belapur,638.53,4,3.0,31,5.0,19.1,1,0,9864072
Panvel,232.43,2.4597701149425286,1.0,29,25.0,4.6,1,0,1840185
panvel,342.33,4,3.0,2,26.0,8.0,1,0,5574371
CBD Belapur,470.06,1,1.0,6,36.0,6.2,1,0,7590807
Airoli,1191.48,2.4597701149425286,1.0,28,28.0,8.6,0,0,10426387
KHARGHAR,1038.23,4,3.0,23,33.0,8.5,0,0,20702980
panvel,752.74,3,2.5295887662988967,10,28.0,14.3,0,1,9104919
Ulwe,876.74,2,2.0,32,6.0,5.9,0,0,11968446
Belapur,247.8,2,4.0,13,12.0,10.7,0,1,4716255
Airoli,538.93,4,4.0,1,31.0,15.6,1,1,9183983
nerul,980.99,3,2.5295887662988967,1,19.0,17.1,0,1,17000072
Belapur,1771.8,2,4.0,7,29.0,2.4,0,0,16392363
Airoli,487.22,4,1.0,12,33.0,9.9,1,0,5883673
Vashi,822.74,2.4597701149425286,4.0,26,33.0,11.6,0,0,11571300
Ghansoli,565.95,1,1.0,25,14.0,8.9,0,1,8575613
CBD Belapur,961.7,2.4597701149425286,1.0,14,14.0,6.4,0,0,14634228
Nerul,1303.24,2,4.0,16.55400254129606,27.0,7.5,0,1,17561010
nerul,901.03,2,2.0,21,21.0,2.5,0,0,12894406
Belapur,620.59,2,1.0,31,21.0,7.8,0,0,9125178
Vashi,573.15,1,2.5295887662988967,10,39.0,1.3,1,0,10375304
Panvel,687.22,2.4597701149425286,2.5295887662988967,0,30.0,5.7,0,0,6323513
Airoli,677.58,2.4597701149425286,2.5295887662988967,19,21.0,14.0,0,1,9616752
Ghansoli,1427.32,2.4597701149425286,4.0,1,14.0,2.0,0,0,14898048
KHARGHAR,645.03,2,2.5295887662988967,27,22.0,3.4,1,0,7460324
Panvel,972.29,2,2.5295887662988967,33,28.0,14.6,1,1,13630587
Vashi,3430.9657487994687,2.4597701149425286,2.5295887662988967,2,28.0,10.0,0,0,50507091.96410894
panvel,973.88,2,1.0,7,35.0,8.6,1,1,17643264
Ulwe,948.9,4,2.5295887662988967,14,20.0,8.1,1,1,19454550
Kharghar,1150.37,1,1.0,17,29.0,2.1,0,0,21995843
Nerul,976.01,3,3.0,23,39.0,12.9,1,0,15362826
Vashi,1326.47,4,1.0,8,19.846280312371558,9.2,1,0,22643845
Ghansoli,1096.91,1,2.0,10,33.0,19.0,0,0,10423907
Ghansoli,1619.03,2,2.0,18,17.0,10.5,1,0,23533099
Ghansoli,615.1,2.4597701149425286,1.0,25,9.0,4.4,0,1,9837310
Kharghar,1276.92,2,1.0,32,33.0,13.7,1,0,16974038
Ghansoli,733.41,1,4.0,24,18.0,7.4,0,1,12215742
Kharghar,759.51,4,3.0,9,9.0,13.2,1,1,14594325
panvel,1636.36,2,1.0,5,1.0,7.4,0,0,30987241
Vashi,1229.48,2,4.0,22,17.0,8.2,1,0,13180090
Airoli,696.29,2.4597701149425286,2.0,14,4.0,6.6,0,0,11346606
Ghansoli,2197.07,3,1.0,6,26.0,7.9,1,0,26024688
Kharghar,447.96,2,3.0,29,32.0,5.9,0,0,8636409
Ulwe,859.68,2,1.0,30,23.0,16.6,1,0,12209499
Kharghar,1714.8,4,2.0,1,38.0,15.0,0,1,28035990
panvel,1463.62,4,2.0,31,4.0,13.2,1,1,18685421
Airoli,1015.8,4,4.0,16,10.0,6.6,0,0,17296371
Panvel,1020.22,3,2.0,29,4.0,10.5,0,0,11812385
KHARGHAR,1148.69,2.4597701149425286,3.0,15,15.0,7.2,0,1,17349709
Airoli,875.3,1,2.5295887662988967,25,11.0,6.0,0,0,13849103
Kharghar,967.63,2,2.0,9,39.0,3.0,0,1,14953121
CBD Belapur,924.09,3,2.5295887662988967,14,15.0,8.6,0,0,11745112
Vashi,1370.64,2,2.0,20,39.0,2.9,0,0,18700624
nerul,15.23,4,1.0,2,2.0,2.0,0,1,-77725
Airoli,1297.38,1,2.0,11,10.0,19.6,0,0,19028875
Ulwe,1806.55,2,2.0,4,3.0,3.5,0,0,19994513
Ghansoli,1040.02,1,1.0,7,34.0,8.4,1,1,13174967
CBD Belapur,979.33,2,3.0,7,19.846280312371558,13.8,1,1,14574302
CBD Belapur,1664.7,4,2.0,24,19.846280312371558,6.4,1,0,27621352
Belapur,1542.67,2,1.0,6,14.0,19.8,0,0,23564861
Panvel,977.01,1,2.0,6,25.0,0.5,1,0,14763486
Ghansoli,94.4,2.4597701149425286,1.0,24,8.0,6.8,0,0,1514137
Kharghar,939.86,1,4.0,15,15.0,4.5,1,1,13674751
Ulwe,1082.28,3,3.0,24,24.0,2.2,1,0,16316882
Vashi,438.79,2.4597701149425286,1.0,29,23.0,1.9,1,0,6199905
